"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"28.01.2025","17.040,0","16.880,0","17.080,0","16.860,0","308,42K","0,83%"
"27.01.2025","16.900,0","16.860,0","16.940,0","16.800,0","185,76K","0,48%"
"24.01.2025","16.820,0","16.700,0","16.820,0","16.700,0","166,65K","0,48%"
"23.01.2025","16.740,0","16.700,0","16.900,0","16.700,0","232,56K","0,48%"
"22.01.2025","16.660,0","17.000,0","17.120,0","16.660,0","198,43K","-2,23%"
"21.01.2025","17.040,0","16.880,0","17.080,0","16.880,0","162,45K","0,71%"
"20.01.2025","16.920,0","17.160,0","17.200,0","16.860,0","63,60K","-1,05%"
"17.01.2025","17.100,0","17.080,0","17.180,0","16.960,0","541,86K","0,12%"
"16.01.2025","17.080,0","17.000,0","17.180,0","16.940,0","238,64K","0,47%"
"15.01.2025","17.000,0","16.940,0","17.000,0","16.900,0","187,76K","0,35%"
"14.01.2025","16.940,0","16.980,0","17.060,0","16.900,0","293,17K","-0,59%"
"13.01.2025","17.040,0","17.000,0","17.100,0","17.000,0","158,57K","-0,23%"
"10.01.2025","17.080,0","17.120,0","17.240,0","17.060,0","128,11K","0,23%"
"09.01.2025","17.040,0","17.100,0","17.140,0","17.040,0","142,37K","0,00%"
"08.01.2025","17.040,0","17.280,0","17.400,0","17.040,0","685,56K","-1,50%"
"07.01.2025","17.300,0","16.760,0","17.300,0","16.740,0","788,48K","3,35%"
"03.01.2025","16.740,0","16.620,0","16.840,0","16.620,0","79,57K","-0,95%"
"02.01.2025","16.900,0","16.700,0","16.900,0","16.640,0","41,94K","1,20%"
"30.12.2024","16.700,0","16.500,0","16.800,0","16.500,0","157,14K","1,21%"
"27.12.2024","16.500,0","16.700,0","16.880,0","16.500,0","69,02K","-1,20%"
"26.12.2024","16.700,0","16.580,0","16.700,0","16.320,0","29,36K","1,21%"
"24.12.2024","16.500,0","16.500,0","16.500,0","16.500,0","6,74K","0,00%"
"23.12.2024","16.500,0","16.480,0","16.500,0","16.000,0","217,77K","1,85%"
"20.12.2024","16.200,0","16.440,0","16.500,0","16.200,0","824,85K","-0,25%"
"19.12.2024","16.240,0","16.400,0","16.560,0","16.100,0","736,20K","-0,37%"
"18.12.2024","16.300,0","16.580,0","16.580,0","16.300,0","659,89K","-1,21%"
"17.12.2024","16.500,0","16.780,0","16.780,0","16.500,0","100,81K","-1,67%"
"16.12.2024","16.780,0","16.800,0","16.880,0","16.720,0","175,55K","-0,12%"
"13.12.2024","16.800,0","16.800,0","16.900,0","16.700,0","188,86K","0,00%"
"12.12.2024","16.800,0","16.860,0","16.880,0","16.620,0","115,66K","-0,71%"
"11.12.2024","16.920,0","16.760,0","17.060,0","16.700,0","341,13K","0,95%"
"10.12.2024","16.760,0","16.860,0","17.060,0","16.760,0","221,55K","-0,36%"
"09.12.2024","16.820,0","16.880,0","17.080,0","16.760,0","271,77K","-0,36%"
"06.12.2024","16.880,0","17.160,0","17.200,0","16.880,0","104,92K","-1,63%"
"05.12.2024","17.160,0","17.000,0","17.160,0","16.920,0","305,12K","2,14%"
"04.12.2024","16.800,0","16.900,0","17.220,0","16.800,0","238,52K","-0,94%"
"03.12.2024","16.960,0","17.260,0","17.420,0","16.900,0","460,89K","-1,51%"
"02.12.2024","17.220,0","17.100,0","17.220,0","16.920,0","163,46K","2,50%"
"29.11.2024","16.800,0","16.980,0","17.040,0","16.780,0","348,02K","-1,06%"
"28.11.2024","16.980,0","17.280,0","17.280,0","16.980,0","98,81K","-1,85%"
"27.11.2024","17.300,0","17.120,0","17.300,0","16.920,0","229,23K","1,88%"
"26.11.2024","16.980,0","17.060,0","17.160,0","16.940,0","143,43K","1,68%"
"25.11.2024","16.700,0","17.240,0","17.240,0","16.700,0","3,28M","-3,13%"
"22.11.2024","17.240,0","17.140,0","17.340,0","17.080,0","253,32K","0,00%"
"21.11.2024","17.240,0","17.500,0","17.660,0","17.240,0","345,99K","-0,35%"
"20.11.2024","17.300,0","17.000,0","17.680,0","17.000,0","461,12K","2,25%"
"19.11.2024","16.920,0","17.020,0","17.180,0","16.920,0","246,80K","-0,47%"
"18.11.2024","17.000,0","17.060,0","17.060,0","16.820,0","222,51K","0,12%"
"15.11.2024","16.980,0","17.100,0","17.100,0","16.920,0","355,96K","-0,35%"
"14.11.2024","17.040,0","17.180,0","17.260,0","17.040,0","226,55K","0,24%"
"13.11.2024","17.000,0","17.340,0","17.340,0","17.000,0","179,64K","-1,96%"
"12.11.2024","17.340,0","17.340,0","17.340,0","17.080,0","251,86K","-0,34%"
"08.11.2024","17.400,0","17.580,0","17.580,0","17.400,0","99,74K","-1,69%"
"07.11.2024","17.700,0","17.680,0","17.980,0","17.680,0","155,38K","-1,56%"
"06.11.2024","17.980,0","17.320,0","17.980,0","17.320,0","543,31K","4,05%"
"05.11.2024","17.280,0","17.460,0","17.700,0","17.200,0","266,65K","-0,92%"
"01.11.2024","17.440,0","17.840,0","17.860,0","17.440,0","180,41K","-0,80%"
"31.10.2024","17.580,0","17.760,0","17.840,0","17.580,0","241,43K","-1,90%"
"30.10.2024","17.920,0","17.760,0","18.000,0","17.760,0","439,99K","-0,44%"
"29.10.2024","18.000,0","18.000,0","18.000,0","17.700,0","105,20K","0,00%"
"28.10.2024","18.000,0","17.800,0","18.000,0","17.800,0","161,15K","0,56%"
"25.10.2024","17.900,0","18.180,0","18.200,0","17.860,0","151,36K","-1,54%"
"24.10.2024","18.180,0","17.840,0","18.180,0","17.780,0","42,42K","2,48%"
"23.10.2024","17.740,0","18.000,0","18.000,0","17.600,0","177,59K","-1,99%"
"22.10.2024","18.100,0","18.000,0","18.280,0","18.000,0","157,40K","-1,74%"
"21.10.2024","18.420,0","18.020,0","18.420,0","17.820,0","143,28K","2,22%"
"18.10.2024","18.020,0","17.720,0","18.100,0","17.720,0","277,17K","0,11%"
"17.10.2024","18.000,0","17.660,0","18.000,0","17.260,0","146,26K","2,27%"
"16.10.2024","17.600,0","17.200,0","17.600,0","17.200,0","99,54K","0,46%"
"15.10.2024","17.520,0","17.280,0","17.580,0","17.120,0","299,37K","0,11%"
"11.10.2024","17.500,0","17.160,0","17.500,0","16.960,0","264,51K","2,82%"
"10.10.2024","17.020,0","17.120,0","17.140,0","16.960,0","365,91K","-0,12%"
"09.10.2024","17.040,0","17.260,0","17.360,0","17.020,0","137,87K","-0,93%"
"08.10.2024","17.200,0","17.680,0","17.700,0","17.180,0","443,63K","-2,82%"
"07.10.2024","17.700,0","17.380,0","17.700,0","17.380,0","202,12K","1,37%"
"04.10.2024","17.460,0","17.140,0","17.500,0","17.140,0","701,00K","2,22%"
"03.10.2024","17.080,0","16.880,0","17.140,0","16.860,0","251,61K","0,00%"
"02.10.2024","17.080,0","16.720,0","17.080,0","16.720,0","209,26K","2,15%"
"01.10.2024","16.720,0","17.080,0","17.080,0","16.720,0","149,68K","-2,11%"
"30.09.2024","17.080,0","17.200,0","17.500,0","17.000,0","200,39K","-1,16%"
"27.09.2024","17.280,0","17.560,0","17.580,0","17.160,0","228,91K","-2,37%"
"26.09.2024","17.700,0","17.500,0","17.700,0","17.260,0","123,32K","2,67%"
"25.09.2024","17.240,0","17.480,0","17.500,0","17.160,0","274,75K","-1,82%"
"24.09.2024","17.560,0","17.500,0","17.640,0","17.480,0","258,48K","1,27%"
"23.09.2024","17.340,0","17.200,0","17.480,0","17.100,0","521,13K","-0,80%"
"20.09.2024","17.480,0","17.200,0","17.480,0","17.040,0","1,06M","1,04%"
"19.09.2024","17.300,0","16.880,0","17.300,0","16.780,0","108,54K","3,10%"
"18.09.2024","16.780,0","16.840,0","16.900,0","16.680,0","71,68K","0,00%"
"17.09.2024","16.780,0","16.840,0","16.940,0","16.620,0","68,04K","-0,12%"
"16.09.2024","16.800,0","16.860,0","16.980,0","16.800,0","86,61K","-0,94%"
"13.09.2024","16.960,0","17.020,0","17.180,0","16.960,0","94,77K","-0,35%"
"12.09.2024","17.020,0","16.920,0","17.140,0","16.900,0","108,36K","1,07%"
"11.09.2024","16.840,0","17.300,0","17.460,0","16.840,0","204,85K","-1,86%"
"10.09.2024","17.160,0","17.500,0","17.500,0","17.160,0","84,15K","-1,83%"
"09.09.2024","17.480,0","17.180,0","17.540,0","17.180,0","125,85K","0,92%"
"06.09.2024","17.320,0","17.400,0","17.560,0","17.320,0","183,28K","-0,35%"
"05.09.2024","17.380,0","17.500,0","17.520,0","17.380,0","270,43K","-0,23%"
"04.09.2024","17.420,0","17.700,0","17.860,0","17.420,0","111,50K","-3,22%"
"03.09.2024","18.000,0","18.000,0","18.000,0","17.840,0","178,04K","0,33%"
"02.09.2024","17.940,0","17.520,0","18.060,0","17.520,0","224,39K","-1,21%"
"30.08.2024","18.160,0","17.400,0","18.160,0","17.260,0","1,44M","4,25%"
"29.08.2024","17.420,0","17.420,0","17.420,0","17.160,0","168,61K","-0,11%"
"28.08.2024","17.440,0","17.360,0","17.440,0","17.240,0","217,32K","0,58%"
"27.08.2024","17.340,0","17.220,0","17.420,0","17.200,0","211,51K","0,81%"
"26.08.2024","17.200,0","17.240,0","17.240,0","17.020,0","152,95K","-0,35%"
"23.08.2024","17.260,0","17.620,0","17.620,0","17.260,0","222,76K","-2,38%"
"22.08.2024","17.680,0","17.800,0","17.800,0","17.280,0","342,86K","-1,45%"
"21.08.2024","17.940,0","18.040,0","18.040,0","17.840,0","90,18K","-0,99%"
"20.08.2024","18.120,0","17.900,0","18.120,0","17.840,0","220,23K","-0,44%"
"16.08.2024","18.200,0","18.180,0","18.200,0","17.920,0","265,17K","-0,33%"
"15.08.2024","18.260,0","17.820,0","18.300,0","17.700,0","382,24K","-0,65%"
"14.08.2024","18.380,0","17.500,0","18.380,0","17.500,0","472,12K","5,27%"
"13.08.2024","17.460,0","16.980,0","17.480,0","16.980,0","322,77K","3,56%"
"12.08.2024","16.860,0","16.420,0","16.960,0","16.420,0","275,70K","2,55%"
"09.08.2024","16.440,0","16.600,0","16.900,0","16.440,0","270,55K","-0,96%"
"08.08.2024","16.600,0","16.740,0","17.000,0","16.600,0","222,61K","-0,84%"
"06.08.2024","16.740,0","16.960,0","16.960,0","16.580,0","538,42K","2,07%"
"05.08.2024","16.400,0","17.020,0","17.020,0","16.300,0","302,90K","-4,09%"
"02.08.2024","17.100,0","17.600,0","17.640,0","17.060,0","225,18K","-2,84%"
"01.08.2024","17.600,0","17.660,0","17.660,0","17.600,0","93,59K","0,57%"
"31.07.2024","17.500,0","17.700,0","17.760,0","17.500,0","281,83K","-0,79%"
"30.07.2024","17.640,0","17.860,0","17.880,0","17.640,0","99,16K","-2,00%"
"29.07.2024","18.000,0","17.880,0","18.020,0","17.620,0","133,60K","0,67%"
"26.07.2024","17.880,0","18.260,0","18.260,0","17.820,0","129,37K","-2,08%"
"25.07.2024","18.260,0","18.240,0","18.260,0","18.140,0","47,78K","-0,65%"
"24.07.2024","18.380,0","18.280,0","18.380,0","18.180,0","148,48K","0,44%"
"23.07.2024","18.300,0","18.300,0","18.340,0","18.180,0","139,60K","0,00%"
"22.07.2024","18.300,0","18.300,0","18.360,0","18.120,0","232,31K","0,00%"
"19.07.2024","18.300,0","18.100,0","18.300,0","18.080,0","209,26K","0,55%"
"18.07.2024","18.200,0","18.100,0","18.200,0","18.000,0","120,39K","-1,09%"
"17.07.2024","18.400,0","18.460,0","18.460,0","18.300,0","142,50K","-0,33%"
"16.07.2024","18.460,0","18.360,0","18.460,0","18.360,0","147,94K","0,44%"
"15.07.2024","18.380,0","18.180,0","18.380,0","18.140,0","131,73K","0,66%"
"12.07.2024","18.260,0","18.280,0","18.300,0","18.120,0","180,49K","0,66%"
"11.07.2024","18.140,0","18.120,0","18.280,0","18.120,0","136,47K","0,22%"
"10.07.2024","18.100,0","18.260,0","18.380,0","18.100,0","201,47K","-0,98%"
"09.07.2024","18.280,0","18.340,0","18.340,0","18.200,0","133,96K","-0,65%"
"08.07.2024","18.400,0","18.300,0","18.400,0","18.300,0","199,41K","0,44%"
"05.07.2024","18.320,0","18.320,0","18.360,0","18.240,0","278,23K","-0,33%"
"04.07.2024","18.380,0","18.360,0","18.480,0","18.300,0","75,73K","0,44%"
"03.07.2024","18.300,0","18.320,0","18.480,0","18.260,0","140,77K","0,55%"
"02.07.2024","18.200,0","18.240,0","18.400,0","18.200,0","369,71K","0,00%"
"28.06.2024","18.200,0","17.980,0","18.480,0","17.960,0","355,88K","1,00%"
"27.06.2024","18.020,0","18.000,0","18.100,0","17.940,0","135,68K","0,78%"
"26.06.2024","17.880,0","17.840,0","18.180,0","17.840,0","408,18K","0,79%"
"25.06.2024","17.740,0","17.800,0","17.880,0","17.740,0","185,93K","-1,44%"
"24.06.2024","18.000,0","17.900,0","18.000,0","17.820,0","311,65K","1,47%"
"21.06.2024","17.740,0","17.960,0","18.060,0","17.740,0","414,19K","-0,56%"
"20.06.2024","17.840,0","17.720,0","18.140,0","17.720,0","364,68K","0,68%"
"19.06.2024","17.720,0","18.320,0","18.340,0","17.720,0","185,06K","-3,06%"
